time,ASRBalanceCheck,ASRVolume,ProcessBasinVolume,QASRExtracted,QASRInjection,QDistribution,QTreatment,QTreatmentDistributed,QTreatmentInjected,QTreatmentSurplus,Qadd,Qint
2000-03-25 00:00:00,0.029328,941986.049136,1720640.512428,-0.000000,0.029328,1.585000,1.614328,1.585000,0.029328,0.029328,0.000000,1.841021
2000-04-01 00:00:00,0.029188,959639.142731,1858104.309376,-0.000000,0.029188,1.585000,1.614188,1.585000,0.029188,0.029188,0.000000,1.841476
2000-04-08 00:00:00,0.029054,977210.763704,1996104.521934,-0.000000,0.029054,1.585000,1.614054,1.585000,0.029054,0.029054,0.000000,1.842229
2000-04-15 00:00:00,0.028924,994703.812037,2134830.761536,-0.000000,0.028924,1.585000,1.613924,1.585000,0.028924,0.028924,0.000000,1.843299
2000-04-22 00:00:00,0.028798,1012121.028394,2274494.588938,-0.000000,0.028798,1.585000,1.613798,1.585000,0.028798,0.028798,0.000000,1.844724
2000-04-29 00:00:00,0.028677,1029465.008302,2415343.690359,-0.000000,0.028677,1.585000,1.613677,1.585000,0.028677,0.028677,0.000000,1.846563
2000-05-06 00:00:00,0.028560,1046738.216072,2557688.134332,-0.000000,0.028560,1.585000,1.613560,1.585000,0.028560,0.028560,0.000000,1.848918
2000-05-13 00:00:00,0.028447,1063943.000515,2701956.985655,-0.000000,0.028447,1.585000,1.613447,1.585000,0.028447,0.028447,0.000000,1.851987
2000-05-20 00:00:00,0.028338,1081081.616209,2848852.127517,-0.000000,0.028338,1.585000,1.613338,1.585000,0.028338,0.028338,0.000000,1.856220
2000-05-27 00:00:00,0.028232,1098156.260327,3000000.027727,-0.000000,0.028232,1.585000,1.613232,1.585000,0.028232,0.028232,0.000000,1.863146
2000-06-03 00:00:00,-0.137675,1014890.697633,2935694.394998,0.137675,-0.000000,1.744000,1.606325,1.606325,-0.000000,-0.000000,0.000000,1.500000
2000-06-10 00:00:00,-0.137864,931510.497852,2871503.399356,0.137864,-0.000000,1.744000,1.606136,1.606136,-0.000000,-0.000000,0.000000,1.500000
2000-06-17 00:00:00,-0.138078,848000.731657,2807441.970127,0.138078,-0.000000,1.744000,1.605922,1.605922,-0.000000,-0.000000,0.000000,1.500000
2000-06-24 00:00:00,-0.138320,764344.955571,2743526.550791,0.138320,-0.000000,1.744000,1.605680,1.605680,-0.000000,-0.000000,0.000000,1.500000
2000-07-01 00:00:00,-0.138591,680524.871091,2679775.439847,0.138591,-0.000000,1.744000,1.605409,1.605409,-0.000000,-0.000000,0.000000,1.500000
2000-07-08 00:00:00,-0.138897,596519.803789,2616209.311726,0.138897,-0.000000,1.744000,1.605103,1.605103,-0.000000,-0.000000,0.000000,1.500000
2000-07-15 00:00:00,-0.139243,512305.887708,2552852.032384,0.139243,-0.000000,1.744000,1.604757,1.604757,-0.000000,-0.000000,0.000000,1.500000
2000-07-22 00:00:00,-0.139635,427854.731691,2489731.992977,0.139635,-0.000000,1.744000,1.604365,1.604365,-0.000000,-0.000000,0.000000,1.500000
2000-07-29 00:00:00,-0.140085,343131.091068,2426884.438178,0.140085,-0.000000,1.744000,1.603915,1.603915,-0.000000,-0.000000,0.000000,1.500000
2000-08-05 00:00:00,-0.140613,258088.392854,2118009.213412,0.140613,-0.000000,1.744000,1.603387,1.603387,-0.000000,-0.000000,0.000000,1.092681
2000-08-12 00:00:00,-0.141253,172658.819783,1811653.359667,0.141253,-0.000000,1.744000,1.602747,1.602747,-0.000000,-0.000000,0.000000,1.096207
2000-08-19 00:00:00,-0.142085,86725.592646,1506785.541710,0.142085,-0.000000,1.744000,1.601915,1.601915,-0.000000,-0.000000,0.000000,1.097834
2000-08-26 00:00:00,-0.143396,-0.024996,1202730.971964,0.143396,-0.000000,1.744000,1.600604,1.600604,-0.000000,-0.000000,0.000000,1.097869
2000-09-02 00:00:00,-0.000000,-0.024995,907177.426005,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.096320
2000-09-09 00:00:00,-0.000000,-0.024995,609602.403542,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.092978
2000-09-16 00:00:00,-0.000000,-0.024994,308447.960724,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.087059
2000-09-23 00:00:00,-0.000000,-0.024993,257039.965233,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.500000
2000-09-30 00:00:00,-0.000000,-0.024992,205631.969701,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.500000
2000-10-07 00:00:00,-0.000000,-0.024992,154223.974136,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.500000
2000-10-14 00:00:00,-0.000000,-0.024991,102815.978541,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.500000
2000-10-21 00:00:00,-0.000000,-0.024990,51407.982919,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.500000
2000-10-28 00:00:00,-0.000000,-0.024990,-0.012727,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.500000
2000-11-04 00:00:00,-0.000000,-0.024989,147151.167110,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.828306
2000-11-11 00:00:00,-0.000000,-0.024989,276052.608492,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.798131
2000-11-18 00:00:00,-0.000000,-0.024989,388685.701498,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.771232
2000-11-25 00:00:00,-0.000000,-0.024989,484723.097631,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,-0.000000,0.000000,1.743792
2000-12-02 00:00:00,0.158000,95558.375829,562689.725016,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.713913
2000-12-09 00:00:00,0.158000,191116.776647,619927.650356,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.679639
2000-12-16 00:00:00,0.158000,286675.177465,651962.754863,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.637968
2000-12-23 00:00:00,0.158000,382233.578282,650818.441135,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.583108
2000-12-30 00:00:00,0.158000,477791.979100,600260.351454,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.501405
2001-01-06 00:00:00,0.158000,573350.379918,458471.012146,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.350560
