time,ASRBalanceCheck,ASRVolume,ProcessBasinVolume,QASRExtracted,QASRInjection,QDistribution,QTreatment,QTreatmentDistributed,QTreatmentInjected,QTreatmentSurplus,Qadd,Qint
2000-01-01 00:00:00,0.158000,0.000000,0.000000,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,50.000000
2000-01-08 00:00:00,0.182166,110173.892357,1128400.640960,-0.000000,0.182166,1.427000,1.609166,1.427000,0.182166,0.182166,0.000000,3.474908
2000-01-15 00:00:00,0.180755,219494.605347,1364530.376259,-0.000000,0.180755,1.427000,1.607755,1.427000,0.180755,0.180755,0.000000,1.998181
2000-01-22 00:00:00,0.180115,328428.287088,1446470.162365,-0.000000,0.180115,1.427000,1.607115,1.427000,0.180115,0.180115,0.000000,1.742598
2000-01-29 00:00:00,0.179713,437118.787447,1478278.241205,-0.000000,0.179713,1.427000,1.606713,1.427000,0.179713,0.179713,0.000000,1.659306
2000-02-05 00:00:00,0.179426,545635.863245,1491185.174283,-0.000000,0.179426,1.427000,1.606426,1.427000,0.179426,0.179426,0.000000,1.627767
2000-02-12 00:00:00,0.179208,654020.701122,1496690.262938,-0.000000,0.179208,1.427000,1.606208,1.427000,0.179208,0.179208,0.000000,1.615310
2000-02-19 00:00:00,0.179034,762300.459034,1499501.343196,-0.000000,0.179034,1.427000,1.606034,1.427000,0.179034,0.179034,0.000000,1.610682
2000-02-26 00:00:00,0.178892,870494.354522,1501977.951229,-0.000000,0.178892,1.427000,1.605892,1.427000,0.178892,0.178892,0.000000,1.609987
2000-03-04 00:00:00,0.029781,888506.176624,1500747.623003,-0.000000,0.029781,1.585000,1.614781,1.585000,0.029781,0.029781,0.000000,1.612747
2000-03-11 00:00:00,0.029624,906422.942465,1500244.831034,-0.000000,0.029624,1.585000,1.614624,1.585000,0.029624,0.029624,0.000000,1.613793
2000-03-18 00:00:00,0.029473,924248.401148,1500040.644277,-0.000000,0.029473,1.585000,1.614473,1.585000,0.029473,0.029473,0.000000,1.614136
2000-03-25 00:00:00,0.029328,941986.042162,1499958.691854,-0.000000,0.029328,1.585000,1.614328,1.585000,0.029328,0.029328,0.000000,1.614193
2000-04-01 00:00:00,0.029188,959639.135196,1499926.295806,-0.000000,0.029188,1.585000,1.614188,1.585000,0.029188,0.029188,0.000000,1.614135
2000-04-08 00:00:00,0.029054,977210.755584,1499912.949729,-0.000000,0.029054,1.585000,1.614054,1.585000,0.029054,0.029054,0.000000,1.614032
2000-04-15 00:00:00,0.028924,994703.803346,1499904.461773,-0.000000,0.028924,1.585000,1.613924,1.585000,0.028924,0.028924,0.000000,1.613910
2000-04-22 00:00:00,0.028798,1012121.019146,1499890.917068,-0.000000,0.028798,1.585000,1.613798,1.585000,0.028798,0.028798,0.000000,1.613776
2000-04-29 00:00:00,0.028677,1029464.998474,1499858.269601,-0.000000,0.028677,1.585000,1.613677,1.585000,0.028677,0.028677,0.000000,1.613623
2000-05-06 00:00:00,0.028560,1046738.205655,1499776.446800,-0.000000,0.028560,1.585000,1.613560,1.585000,0.028560,0.028560,0.000000,1.613425
2000-05-13 00:00:00,0.028447,1063942.989533,1499573.916142,-0.000000,0.028447,1.585000,1.613447,1.585000,0.028447,0.028447,0.000000,1.613112
2000-05-20 00:00:00,0.028338,1081081.604644,1499077.286106,-0.000000,0.028338,1.585000,1.613338,1.585000,0.028338,0.028338,0.000000,1.612517
