time,ASRBalanceCheck,ASRVolume,ProcessBasinVolume,QASRExtracted,QASRInjection,QDistribution,QTreatment,QTreatmentDistributed,QTreatmentInjected,QTreatmentSurplus,Qadd,Qint
2000-04-01 00:00:00,0.029188,959639.135656,1499926.282441,1.051867,1.081055,1.585000,1.614188,0.533133,1.081055,0.029188,0.000000,1.614135
2000-04-08 00:00:00,0.029054,977210.756058,1499912.940658,1.051888,1.080942,1.585000,1.614054,0.533112,1.080942,0.029054,0.000000,1.614032
2000-04-15 00:00:00,0.028924,994703.803833,1499904.455285,1.051910,1.080833,1.585000,1.613924,0.533090,1.080833,0.028924,0.000000,1.613910
2000-04-22 00:00:00,0.028798,1012121.019642,1499890.916619,1.051930,1.080728,1.585000,1.613798,0.533070,1.080728,0.028798,0.000000,1.613776
2000-04-29 00:00:00,0.028677,1029464.998982,1499858.290291,1.051950,1.080627,1.585000,1.613677,0.533050,1.080627,0.028677,0.000000,1.613623
2000-05-06 00:00:00,0.028560,1046738.206174,1499776.533844,1.051968,1.080529,1.585000,1.613560,0.533032,1.080529,0.028560,0.000000,1.613425
2000-05-13 00:00:00,0.028447,1063942.990061,1499574.187851,1.051987,1.080434,1.585000,1.613447,0.533013,1.080434,0.028447,0.000000,1.613112
2000-05-20 00:00:00,0.028338,1081081.605189,1499078.004918,1.052005,1.080342,1.585000,1.613338,0.532995,1.080342,0.028338,0.000000,1.612517
2000-05-27 00:00:00,0.028232,1098156.248742,1497866.873766,1.052022,1.080254,1.585000,1.613232,0.532978,1.080254,0.028232,0.000000,1.611229
2000-06-03 00:00:00,-0.137675,1014890.687153,1499033.449845,1.187022,1.049347,1.744000,1.606325,0.556978,1.049347,0.000000,0.000000,1.608254
2000-06-10 00:00:00,-0.137864,931510.488478,1499501.513060,1.187057,1.049193,1.744000,1.606136,0.556943,1.049193,0.000000,0.000000,1.606910
2000-06-17 00:00:00,-0.138078,848000.723392,1499680.963797,1.187098,1.049019,1.744000,1.605922,0.556902,1.049019,-0.000000,0.000000,1.606218
2000-06-24 00:00:00,-0.138320,764344.948415,1499739.552096,1.187143,1.048824,1.744000,1.605680,0.556857,1.048824,0.000000,0.000000,1.605777
2000-07-01 00:00:00,-0.138591,680524.865046,1499745.007892,1.187194,1.048603,1.744000,1.605409,0.556806,1.048603,-0.000000,0.000000,1.605418
2000-07-08 00:00:00,-0.138897,596519.798857,1499722.713389,1.187252,1.048355,1.744000,1.605103,0.556748,1.048355,0.000000,0.000000,1.605066
2000-07-15 00:00:00,-0.139243,512305.883891,1499677.920506,1.187317,1.048075,1.744000,1.604757,0.556683,1.048075,0.000000,0.000000,1.604683
2000-07-22 00:00:00,-0.139635,427854.728992,1499601.540994,1.187391,1.047756,1.744000,1.604365,0.556609,1.047756,-0.000000,0.000000,1.604239
2000-07-29 00:00:00,-0.140085,343131.089488,1499464.920068,1.187476,1.047390,1.744000,1.603915,0.556524,1.047390,0.000000,0.000000,1.603689
2000-08-05 00:00:00,-0.140613,258088.392397,1499200.459792,1.187575,1.046962,1.744000,1.603387,0.556425,1.046962,0.000000,0.000000,1.602950
2000-08-12 00:00:00,-0.141253,172658.820454,1498655.407571,1.187695,1.046443,1.744000,1.602747,0.556305,1.046443,-0.000000,0.000000,1.601846
2000-08-19 00:00:00,-0.142085,86725.594449,1497493.354278,1.187852,1.045767,1.744000,1.601915,0.556148,1.045767,0.000000,0.000000,1.599993
2000-08-26 00:00:00,-0.143396,-0.022053,1495041.829972,1.188098,1.044703,1.744000,1.600604,0.555902,1.044703,0.000000,0.000000,1.596551
2000-09-02 00:00:00,0.000000,-0.013044,1497937.317862,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.589788
2000-09-09 00:00:00,0.000000,-0.005845,1499141.218485,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.586991
2000-09-16 00:00:00,0.000000,0.000484,1499642.580735,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585829
2000-09-23 00:00:00,0.000000,0.006230,1499851.848832,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585346
2000-09-30 00:00:00,0.000000,0.011530,1499940.091602,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585146
2000-10-07 00:00:00,0.000000,0.016461,1499979.400101,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585065
2000-10-14 00:00:00,0.000000,0.021073,1500001.879547,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585037
2000-10-21 00:00:00,0.000000,0.025400,1500025.888093,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585040
2000-10-28 00:00:00,0.000000,0.029465,1500071.032887,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585075
2000-11-04 00:00:00,0.000000,0.033287,1500174.187236,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585171
2000-11-11 00:00:00,0.000000,0.036879,1500419.631182,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585406
2000-11-18 00:00:00,0.000000,0.040252,1501008.044096,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.585973
2000-11-25 00:00:00,0.000000,0.043416,1502421.353836,1.056665,1.056665,1.585000,1.585000,0.528335,1.056665,0.000000,0.000000,1.587337
2000-12-02 00:00:00,0.158000,95558.444234,1505821.914173,0.927066,1.085066,1.427000,1.585000,0.499934,1.085066,0.158000,0.000000,1.590623
2000-12-09 00:00:00,0.158000,191116.845051,1514034.523849,0.927066,1.085066,1.427000,1.585000,0.499934,1.085066,0.158000,0.000000,1.598579
2000-12-16 00:00:00,0.158000,286675.245869,1534048.375957,0.927066,1.085066,1.427000,1.585000,0.499934,1.085066,0.158000,0.000000,1.618092
2000-12-23 00:00:00,0.158000,382233.646687,1583939.215761,0.927066,1.085066,1.427000,1.585000,0.499934,1.085066,0.158000,0.000000,1.667491
2000-12-30 00:00:00,0.158000,477792.047505,1716142.240449,0.927066,1.085066,1.427000,1.585000,0.499934,1.085066,0.158000,0.000000,1.803590
2001-01-06 00:00:00,0.158000,573350.448323,2145202.231100,0.927066,1.085066,1.427000,1.585000,0.499934,1.085066,0.158000,0.000000,2.294425
