,timeseries_sum,timeseries_min,timeseries_max,timeseries_avg,mean_absolute_percentual_difference,mean_absolute_difference,max_difference
10,119.43088530850825,1.5774858134766714,27.25359812208852,2.2116830612686718,0.04609683036440693,0.5196843821262886,0.9025775234059052
20,101.49031499779797,3.5063159148222053e-07,9.693788089367315,1.8794502777369995,104078.20700113724,0.350877980755246,2.464363605030005
30,70.63248655557675,-1.949967225296211e-08,2.7278135480825836,1.308009010288458,459200.88998596696,0.217936475770558,2.591091179738445
40,70.63248655557479,-1.949967225296211e-08,2.727813548082546,1.3080090102884219,459200.9010597262,0.21793647577055725,2.591091179738445
70,70.63248655557675,-1.949967225296211e-08,2.7278135480825836,1.308009010288458,459200.88998596696,0.217936475770558,2.591091179738445
80,70.632486555474,-1.960255836857688e-08,2.7278135480827257,1.3080090102865556,457419.3000061728,0.21793647577253544,2.5910911797387306
final_results,70.632486555474,-1.960255836857688e-08,2.7278135480827257,1.3080090102865556,457419.3000061728,0.21793647577253544,2.5910911797387306
