,timeseries_sum,timeseries_min,timeseries_max,timeseries_avg,mean_absolute_percentual_difference,mean_absolute_difference,max_difference
final_results,25.247453612201497,-1.8191923092346465e-13,0.5944304150131982,0.46754543726299086,18606670766.627083,0.01888446341259176,0.179400295502847
