time,ASRBalanceCheck,ASRVolume,ProcessBasinVolume,QASRExtracted,QASRInjection,QDistribution,QTreatment,QTreatmentDistributed,QTreatmentInjected,QTreatmentSurplus,Qadd,Qint
2000-03-18 00:00:00,0.129927,1446889.339064,1499957.650891,1.036288,1.166214,1.585000,1.714927,0.548712,1.166214,0.129927,0.000000,1.709066
2000-03-25 00:00:00,0.125936,1523055.466024,1498786.314105,1.036877,1.162813,1.585000,1.710936,0.548123,1.162813,0.125936,0.000000,1.708999
2000-04-01 00:00:00,0.122553,1597175.462772,1498510.177010,1.037378,1.159931,1.585000,1.707553,0.547622,1.159931,0.122553,0.000000,1.707096
2000-04-08 00:00:00,0.119660,1669545.537317,1498574.672102,1.037808,1.157468,1.585000,1.704660,0.547192,1.157468,0.119660,0.000000,1.704766
2000-04-15 00:00:00,0.117172,1740410.882338,1498799.210618,1.038179,1.155351,1.585000,1.702172,0.546821,1.155351,0.117172,0.000000,1.702543
2000-04-22 00:00:00,0.115026,1809978.510963,1499191.331618,1.038500,1.153526,1.585000,1.700026,0.546500,1.153526,0.115026,0.000000,1.700674
2000-04-29 00:00:00,0.113173,1878425.824173,1499944.076762,1.038777,1.151950,1.585000,1.698173,0.546223,1.151950,0.113173,0.000000,1.699418
2000-05-06 00:00:00,0.111575,1945906.196253,1501611.261731,1.039016,1.150591,1.585000,1.696575,0.545984,1.150591,0.111575,0.000000,1.699331
2000-05-13 00:00:00,0.110194,2012551.688215,1505627.938510,1.039224,1.149418,1.585000,1.695194,0.545776,1.149418,0.110194,0.000000,1.701836
2000-05-20 00:00:00,0.108994,2078471.490822,1515695.942267,1.039404,1.148398,1.585000,1.693994,0.545596,1.148398,0.108994,0.000000,1.710641
2000-05-27 00:00:00,0.107920,2143741.495552,1541563.423760,1.039566,1.147486,1.585000,1.692920,0.545434,1.147486,0.107920,0.000000,1.735690
2000-06-03 00:00:00,0.105472,2207530.979781,1515122.829452,1.145859,1.251331,1.744000,1.849472,0.598141,1.251331,0.105472,0.000000,1.805754
2000-06-10 00:00:00,0.104755,2270886.643814,1505384.187261,1.145968,1.250723,1.744000,1.848755,0.598032,1.250723,0.104755,0.000000,1.832652
2000-06-17 00:00:00,0.104240,2333930.711542,1501866.133515,1.146047,1.250286,1.744000,1.848240,0.597953,1.250286,0.104240,0.000000,1.842423
2000-06-24 00:00:00,0.103882,2396758.737056,1500626.846029,1.146101,1.249984,1.744000,1.847882,0.597899,1.249984,0.103882,0.000000,1.845833
2000-07-01 00:00:00,0.103665,2459455.390208,1500213.520370,1.146134,1.249799,1.744000,1.847665,0.597866,1.249799,0.103665,0.000000,1.846982
2000-07-08 00:00:00,0.103580,2522100.785886,1500088.239564,1.146147,1.249728,1.744000,1.847580,0.597853,1.249728,0.103580,0.000000,1.847373
2000-07-15 00:00:00,0.103625,2584773.398423,1500033.621225,1.146140,1.249766,1.744000,1.847625,0.597860,1.249766,0.103625,0.000000,1.847535
2000-07-22 00:00:00,0.103800,2647551.798326,1499910.509068,1.146114,1.249914,1.744000,1.847800,0.597886,1.249914,0.103800,0.000000,1.847597
2000-07-29 00:00:00,0.104108,2710516.124620,1499502.179862,1.146067,1.250175,1.744000,1.848108,0.597933,1.250175,0.104108,0.000000,1.847433
2000-08-05 00:00:00,0.104553,2773749.892131,1498272.435068,1.145999,1.250552,1.744000,1.848553,0.598001,1.250552,0.104553,0.000000,1.846520
2000-08-12 00:00:00,0.105147,2837343.073109,1494772.022149,1.145908,1.251056,1.744000,1.849147,0.598092,1.251056,0.105147,0.000000,1.843360
2000-08-19 00:00:00,0.105912,2901398.779290,1485064.811026,1.145792,1.251704,1.744000,1.849912,0.598208,1.251704,0.105912,0.000000,1.833862
2000-08-26 00:00:00,0.106897,2966049.867461,1458671.980332,1.145642,1.252539,1.744000,1.850897,0.598358,1.252539,0.106897,0.000000,1.807258
2000-09-02 00:00:00,0.109681,3032384.638104,1484546.306839,1.039301,1.148981,1.585000,1.694681,0.545699,1.148981,0.109681,0.000000,1.737462
2000-09-09 00:00:00,0.111080,3099565.692354,1494624.952047,1.039091,1.150171,1.585000,1.696080,0.545909,1.150171,0.111080,0.000000,1.712744
2000-09-16 00:00:00,0.112637,3167688.607451,1498661.739707,1.038857,1.151494,1.585000,1.697637,0.546143,1.151494,0.112637,0.000000,1.704312
2000-09-23 00:00:00,0.114417,3236888.007107,1500360.069881,1.038591,1.153008,1.585000,1.699417,0.546409,1.153008,0.114417,0.000000,1.702225
2000-09-30 00:00:00,0.116469,3307328.337281,1501156.700592,1.038284,1.154753,1.585000,1.701469,0.546716,1.154753,0.116469,0.000000,1.702786
2000-10-07 00:00:00,0.118842,3379204.226396,1501609.059632,1.037930,1.156773,1.585000,1.703842,0.547070,1.156773,0.118842,0.000000,1.704590
2000-10-14 00:00:00,0.121597,3452746.042624,1501917.410713,1.037520,1.159117,1.585000,1.706597,0.547480,1.159117,0.121597,0.000000,1.707107
2000-10-21 00:00:00,0.124808,3528229.675429,1502103.394748,1.037044,1.161852,1.585000,1.709808,0.547956,1.161852,0.124808,0.000000,1.710115
2000-10-28 00:00:00,0.128574,3605991.409931,1502014.597858,1.036487,1.165061,1.585000,1.713574,0.548513,1.165061,0.128574,0.000000,1.713427
2000-11-04 00:00:00,0.133034,3686450.547552,1501154.433159,1.035830,1.168864,1.585000,1.718034,0.549170,1.168864,0.133034,0.000000,1.716612
2000-11-11 00:00:00,0.138384,3770145.480422,1498165.381815,1.035046,1.173430,1.585000,1.723384,0.549954,1.173430,0.138384,0.000000,1.718442
2000-11-18 00:00:00,0.144925,3857795.850219,1489462.883751,1.034092,1.179017,1.585000,1.729925,0.550908,1.179017,0.144925,0.000000,1.715536
2000-11-25 00:00:00,0.153151,3950421.418112,1465801.663131,1.032901,1.186052,1.585000,1.738151,0.552099,1.186052,0.153151,0.000000,1.699028
2000-12-02 00:00:00,0.167652,4051817.333002,1497795.847390,0.925710,1.093362,1.427000,1.594652,0.501290,1.093362,0.167652,0.000000,1.647552
2000-12-09 00:00:00,0.182119,4161963.006878,1519099.274238,0.923702,1.105821,1.427000,1.609119,0.503298,1.105821,0.182119,0.000000,1.644343
2000-12-16 00:00:00,0.202167,4284233.789841,1545354.677041,0.920970,1.123137,1.427000,1.629167,0.506030,1.123137,0.202167,0.000000,1.672579
2000-12-23 00:00:00,0.232627,4424926.564837,1596223.548129,0.916925,1.149552,1.427000,1.659627,0.510075,1.149552,0.232627,0.000000,1.743736
2000-12-30 00:00:00,0.286623,4598275.973725,1719431.674875,0.910060,1.196683,1.427000,1.713623,0.516940,1.196683,0.286623,0.000000,1.917340
2001-01-06 00:00:00,0.424420,4854965.247307,2107658.950539,0.894163,1.318583,1.427000,1.851420,0.532837,1.318583,0.424420,0.000000,2.493330
