time,ASRVolume,ProcessBasinVolume,QASRInjection,QASRRecovery,QDistribution,QTreatment,Qadd,Qint
2000-05-27 00:00:00,2630227.810621,1546962.813638,98786.498749,100367.638736,1.585000,1.585000,1.694079,1.694079
2000-06-03 00:00:00,2588331.461070,1531822.194597,98786.498749,100367.638736,1.744000,1.585000,1.649693,1.649693
2000-06-10 00:00:00,2566973.682875,1524119.903859,98786.498749,100367.638736,1.744000,1.585000,1.695951,1.695951
2000-06-17 00:00:00,2561944.757302,1522308.027816,98786.498749,100367.638736,1.744000,1.585000,1.732689,1.732689
2000-06-24 00:00:00,2572632.245175,1526160.038468,98786.498749,100367.638736,1.744000,1.585000,1.768040,1.768040
2000-07-01 00:00:00,2602532.375679,1536953.279924,98786.498749,100367.638736,1.744000,1.585000,1.811284,1.811284
2000-07-08 00:00:00,2661106.348865,1558154.815857,98786.498749,100367.638736,1.744000,1.585000,1.875904,1.875904
2000-07-15 00:00:00,2768736.789331,1597457.123762,98786.498749,100367.638736,1.744000,1.585000,1.986944,1.986944
2000-07-22 00:00:00,2970798.811532,1673372.868520,98786.498749,100367.638736,1.744000,1.585000,2.203619,2.203619
2000-07-29 00:00:00,3387606.559189,1846157.551074,98786.498749,100367.638736,1.744000,1.585000,2.718855,2.718855
2000-08-05 00:00:00,3684391.108201,1990895.667145,98786.498749,100367.638736,1.744000,1.585000,2.474031,2.474031
2000-08-12 00:00:00,4185598.158794,2297835.382313,98786.498749,100367.638736,1.744000,1.585000,3.080222,3.080222
2000-08-19 00:00:00,3520479.228601,1908183.378307,98786.498749,100367.638736,1.744000,1.585000,0.000000,0.000000
2000-08-26 00:00:00,2774357.571962,1599534.083886,98786.498749,100367.638736,1.744000,1.585000,0.000000,0.000000
2000-09-02 00:00:00,2072200.390628,1343083.508750,98786.498749,100367.638736,1.585000,1.585000,0.000000,0.000000
2000-09-09 00:00:00,1402704.465677,1053971.685111,98786.498749,100367.638736,1.585000,1.585000,0.000000,0.000000
2000-09-16 00:00:00,803571.398352,694497.021524,98786.498749,100367.638736,1.585000,1.585000,0.000000,0.000000
2000-09-23 00:00:00,1324337.018544,1013698.752185,98786.498749,100367.638736,1.585000,1.585000,2.973835,2.973835
2000-09-30 00:00:00,1614824.415126,1154944.753053,98786.498749,100367.638736,1.585000,1.585000,2.298845,2.298845
2000-10-07 00:00:00,1940614.250303,1292081.768894,98786.498749,100367.638736,1.585000,1.585000,2.350421,2.350421
2000-10-14 00:00:00,2140747.807168,1368949.380312,98786.498749,100367.638736,1.585000,1.585000,2.043005,2.043005
2000-10-21 00:00:00,2229720.796317,1401964.066903,98786.498749,100367.638736,1.585000,1.585000,1.786699,1.786699
2000-10-28 00:00:00,2251183.087849,1409861.534295,98786.498749,100367.638736,1.585000,1.585000,1.633545,1.633545
2000-11-04 00:00:00,2219840.273995,1398326.360088,98786.498749,100367.638736,1.585000,1.585000,1.514104,1.514104
2000-11-11 00:00:00,2137596.297825,1367770.853915,98786.498749,100367.638736,1.585000,1.585000,1.398493,1.398493
2000-11-18 00:00:00,2000350.387528,1315476.908153,98786.498749,100367.638736,1.585000,1.585000,1.271607,1.271607
2000-11-25 00:00:00,1802873.360420,1236288.945083,98786.498749,100367.638736,1.585000,1.585000,1.127551,1.127551
2000-12-02 00:00:00,1609193.840865,1152397.469279,98786.498749,100367.638736,1.427000,1.585000,0.968053,0.968053
2000-12-09 00:00:00,1358501.609356,1031471.300991,98786.498749,100367.638736,1.427000,1.585000,0.812552,0.812552
2000-12-16 00:00:00,1061918.803695,864952.341051,98786.498749,100367.638736,1.427000,1.585000,0.661289,0.661289
2000-12-23 00:00:00,732315.650794,642897.171327,98786.498749,100367.638736,1.427000,1.585000,0.514867,0.514867
2000-12-30 00:00:00,378966.920881,357051.442848,98786.498749,100367.638736,1.427000,1.585000,0.370131,0.370131
2001-01-06 00:00:00,-0.005848,0.008243,98786.498749,100367.638736,1.427000,1.585000,0.210038,0.210038
