time,ASRBalanceCheck,ASRVolume,ProcessBasinVolume,QASRExtracted,QASRInjection,QDistribution,QTreatment,QTreatmentDistributed,QTreatmentInjected,QTreatmentSurplus,Qadd,Qint
2000-05-20 00:00:00,0.028338,1081081.612777,2843607.192617,-0.000000,0.028338,1.585000,1.613338,1.585000,0.028338,0.028338,0.000000,1.862894
2000-05-27 00:00:00,0.028232,1098156.256735,3000000.029999,-0.000000,0.028232,1.585000,1.613232,1.585000,0.028232,0.028232,0.000000,1.871818
2000-06-03 00:00:00,-0.137675,1014890.694317,2935694.396183,0.137675,-0.000000,1.744000,1.606325,1.606325,-0.000000,-0.000000,0.000000,1.500000
2000-06-10 00:00:00,-0.137864,931510.494813,2871503.399390,0.137864,-0.000000,1.744000,1.606136,1.606136,-0.000000,-0.000000,0.000000,1.500000
2000-06-17 00:00:00,-0.138078,848000.728895,2807441.969043,0.138078,-0.000000,1.744000,1.605922,1.605922,-0.000000,-0.000000,0.000000,1.500000
2000-06-24 00:00:00,-0.138320,764344.953084,2743526.548589,0.138320,-0.000000,1.744000,1.605680,1.605680,-0.000000,-0.000000,0.000000,1.500000
2000-07-01 00:00:00,-0.138591,680524.868881,2679775.436527,0.138591,-0.000000,1.744000,1.605409,1.605409,-0.000000,-0.000000,0.000000,1.500000
2000-07-08 00:00:00,-0.138897,596519.801855,2616209.307287,0.138897,-0.000000,1.744000,1.605103,1.605103,-0.000000,-0.000000,0.000000,1.500000
2000-07-15 00:00:00,-0.139243,512305.886050,2552852.026827,0.139243,-0.000000,1.744000,1.604757,1.604757,-0.000000,-0.000000,0.000000,1.500000
2000-07-22 00:00:00,-0.139635,427854.730310,2489731.986302,0.139635,-0.000000,1.744000,1.604365,1.604365,-0.000000,-0.000000,0.000000,1.500000
2000-07-29 00:00:00,-0.140085,343131.089963,2426884.430385,0.140085,-0.000000,1.744000,1.603915,1.603915,-0.000000,-0.000000,0.000000,1.500000
2000-08-05 00:00:00,-0.140613,258088.392025,2118009.204500,0.140613,-0.000000,1.744000,1.603387,1.603387,-0.000000,-0.000000,0.000000,1.092681
2000-08-12 00:00:00,-0.141253,172658.819231,1811653.349637,0.141253,-0.000000,1.744000,1.602747,1.602747,-0.000000,-0.000000,0.000000,1.096207
2000-08-19 00:00:00,-0.142085,86725.592369,1506785.530561,0.142085,-0.000000,1.744000,1.601915,1.601915,-0.000000,-0.000000,0.000000,1.097834
2000-08-26 00:00:00,-0.143396,-0.024996,1202730.959697,0.143396,-0.000000,1.744000,1.600604,1.600604,-0.000000,-0.000000,0.000000,1.097869
2000-09-02 00:00:00,-0.000000,-0.024997,907177.412859,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.096320
2000-09-09 00:00:00,-0.000000,-0.024996,609602.402294,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.092978
2000-09-16 00:00:00,-0.000000,-0.024996,308447.959285,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.087059
2000-09-23 00:00:00,-0.000000,-0.024995,257039.963632,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.500000
2000-09-30 00:00:00,-0.000000,-0.024995,205631.967932,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.500000
2000-10-07 00:00:00,-0.000000,-0.024995,154223.972216,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.500000
2000-10-14 00:00:00,-0.000000,-0.024995,102815.976482,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.500000
2000-10-21 00:00:00,-0.000000,-0.024994,51407.980712,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.500000
2000-10-28 00:00:00,-0.000000,-0.024994,-0.014999,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.500000
2000-11-04 00:00:00,-0.000000,-0.024993,163378.820162,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.855137
2000-11-11 00:00:00,-0.000000,-0.024993,312575.029316,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.831687
2000-11-18 00:00:00,-0.000000,-0.024993,448083.008179,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.809054
2000-11-25 00:00:00,-0.000000,-0.024992,568784.132078,-0.000000,-0.000000,1.585000,1.585000,1.585000,-0.000000,0.000000,0.000000,1.784572
2000-12-02 00:00:00,0.158000,95558.375825,672610.951344,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.756671
2000-12-09 00:00:00,0.158000,191116.776643,756408.471281,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.723554
2000-12-16 00:00:00,0.158000,286675.177461,815262.988432,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.682312
2000-12-23 00:00:00,0.158000,382233.578279,840724.643790,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.627099
2000-12-30 00:00:00,0.158000,477791.979097,815611.246165,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.543477
2001-01-06 00:00:00,0.158000,573350.379914,694288.655742,-0.000000,0.158000,1.427000,1.585000,1.427000,0.158000,0.158000,0.000000,1.384400
